Address,lat,long
"3235 Sellman Loop, Castle Rock, CO 80109",39.3960933,39.3960933
"3142 Castle Butte Dr, Castle Rock, CO 80109",39.3329307,39.3329307
"2381 Thistle Ct, Castle Rock, CO 80109",39.3892138,39.3892138
"4418 Fell Mist Way, Castle Rock, CO 80109",39.4063716,39.4063716
"5093 Zion Ct, Castle Rock, CO 80109",39.3871147,39.3871147
"1785 Morningview Ln, Castle Rock, CO 80109",39.3841455,39.3841455
"3937 Pecos Trl, Castle Rock, CO 80109",39.402156,39.402156
"Daniel Plan, Blacktail At The Meadows, Castle Rock, CO 80109",39.3918918,39.3918918
"3725 Wonder Dr, Castle Rock, CO 80109",39.4037402,39.4037402
"Devoe Plan, Cityscapes At The Meadows, Castle Rock, CO 80109",39.400114,39.400114
"3595 Evening Pl, Castle Rock, CO 80109",39.3994821,39.3994821
"3331 Starry Night Loop, Castle Rock, CO 80109",39.3815875,39.3815875
"2702 Rising Moon Way, Castle Rock, CO 80109",39.391467,39.391467
"Dayton Plan, Blacktail At The Meadows, Castle Rock, CO 80109",39.3918918,39.3918918
"2207 Jute Ln, Castle Rock, CO 80109",39.3876333,39.3876333
"1674 Bent Grass Cir, Castle Rock, CO 80109",39.3847631,39.3847631
"1335 Freedom Way, Castle Rock, CO 80109",39.3810441,39.3810441
"1696 Odyssey Ct, Castle Rock, CO 80109",39.3837175,39.3837175
"Hanford Plan, Blacktail At The Meadows, Castle Rock, CO 80109",39.3918918,39.3918918
"Plan 1574 Plan, Meadows Villas, Castle Rock, CO 80109",39.398853,39.398853
"1401 Colt Cir, Castle Rock, CO 80109",39.3070228,39.3070228
"Delaney Plan, Blacktail At The Meadows, Castle Rock, CO 80109",39.3918918,39.3918918
"Plan 1763 Plan, Meadows Villas, Castle Rock, CO 80109",39.398853,39.398853
"Soho Plan, Cityscapes At The Meadows, Castle Rock, CO 80109",39.400114,39.400114
"Point Plan, Meadows At Stewart Park : The Ridgeline Collection, Castle Rock, CO 80109",39.3950782,39.3950782
"2888 Craig Ct, Castle Rock, CO 80109",39.3934445,39.3934445
"Greenwich Plan, Cityscapes At The Meadows, Castle Rock, CO 80109",39.400114,39.400114
"Crest Plan, Meadows At Stewart Park : The Ridgeline Collection, Castle Rock, CO 80109",39.3950782,39.3950782
"Prescott Plan, Blacktail At The Meadows, Castle Rock, CO 80109",39.3918918,39.3918918
"Plan 1928 Modeled Plan, Meadows Villas, Castle Rock, CO 80109",39.398853,39.398853
"3385 Fantasy Pl, Castle Rock, CO 80109",39.3924286,39.3924286
"3323 Gossemer Way, Castle Rock, CO 80109",39.3839033,39.3839033
"Daley Plan, Blacktail At The Meadows, Castle Rock, CO 80109",39.3918918,39.3918918
"Peak Plan, Meadows At Stewart Park : The Ridgeline Collection, Castle Rock, CO 80109",39.3950782,39.3950782
"2944 Setting Sun Ave, Castle Rock, CO 80109",39.394036,39.394036
"Plan 1682 Modeled Plan, Meadows Villas, Castle Rock, CO 80109",39.398853,39.398853
"3258 Sellman Loop, Castle Rock, CO 80109",39.3944843,39.3944843
"Darius Plan, Blacktail At The Meadows, Castle Rock, CO 80109",39.3918918,39.3918918
"Plan 1443 Plan, Meadows Villas, Castle Rock, CO 80109",39.398853,39.398853
"Harris Plan, Blacktail At The Meadows, Castle Rock, CO 80109",39.3918918,39.3918918
"Dillon II Plan, Blacktail At The Meadows, Castle Rock, CO 80109",39.3918918,39.3918918
"2385 Robindale Way, Castle Rock, CO 80109",39.3889136,39.3889136
"4828 N Bearlily Way, Castle Rock, CO 80109",39.409888,39.409888
"2288 Broadleaf Loop, Castle Rock, CO 80109",39.3885461,39.3885461
"3518 Corsica Way, Castle Rock, CO 80109",39.3996245,39.3996245
"1837 Fringe Ct, Castle Rock, CO 80109",39.3848522,39.3848522
"474 Twin Oaks Rd, Castle Rock, CO 80109",39.337812,39.337812
"2595 Sweet Wind Ave, Castle Rock, CO 80109",39.4060502,39.4060502
"195 Prairie Hawk Dr, Castle Rock, CO 80109",39.3710734,39.3710734
"1551 Waverton Ranch Rd, Castle Rock, CO 80109",39.4169164,39.4169164
"4314 Fell Mist Way, Castle Rock, CO 80109",39.404258,39.404258
"3164 W Sugarbowl Ct, Castle Rock, CO 80109",39.4115293,39.4115293
"4862 N Silverlace Dr, Castle Rock, CO 80109",39.4101791,39.4101791
"3795 Castle Butte Dr, Castle Rock, CO 80109",39.3101045,39.3101045
"Holbrook Plan, Blacktail At The Meadows, Castle Rock, CO 80109",39.3918918,39.3918918
"3736 Sanguine Cir, Castle Rock, CO 80109",39.4008187,39.4008187
"3551 New Haven Cir, Castle Rock, CO 80109",39.3975232,39.3975232
"1641 Bent Grass Cir, Castle Rock, CO 80109",39.3849453,39.3849453
"Hampton Plan, Blacktail At The Meadows, Castle Rock, CO 80109",39.3918918,39.3918918
"1720 Wild Rye Ct, Castle Rock, CO 80109",39.3836419,39.3836419
"2828 Dreamcatcher Loop, Castle Rock, CO 80109",39.393258,39.393258
"3353 Umber Cir, Castle Rock, CO 80109",39.3974063,39.3974063
"3445 New Haven Cir, Castle Rock, CO 80109",39.3987611,39.3987611
"3257 Sellman Loop, Castle Rock, CO 80109",39.3960933,39.3960933
"1423 Candleglow St, Castle Rock, CO 80109",39.3813886,39.3813886
"3304 Dawn Glow Way, Castle Rock, CO 80109",39.3818332,39.3818332
"1801 Promontory Dr, Castle Rock, CO 80109",39.337402,39.337402
"1255 Bulrush Dr, Castle Rock, CO 80109",39.3877739,39.3877739
"3920 Sunridge Terrace Dr, Castle Rock, CO 80109",39.4018472,39.4018472
"2205 Stevens Ct, Castle Rock, CO 80109",39.329275,39.329275
"3406 New Haven Cir, Castle Rock, CO 80109",39.3989637,39.3989637
"4949 Rock Creek Dr, Castle Rock, CO 80109",39.4107505,39.4107505
"2024 Wood Thrush Way, Castle Rock, CO 80109",39.3727742,39.3727742
"4358 Fell Mist Way, Castle Rock, CO 80109",39.405336,39.405336
"2810 Shadow Dance Dr, Castle Rock, CO 80109",39.3929878,39.3929878
"1518 Chimney Peak Dr, Castle Rock, CO 80109",39.380632,39.380632
"3280 Blue Grass Cir, Castle Rock, CO 80109",39.4141508,39.4141508
"2530 Castle Butte Dr, Castle Rock, CO 80109",39.310741,39.310741
"Pearl Plan, Bella Mesa, Castle Rock, CO 80104",39.3665884,39.3665884
"Hayden Plan, Crystal Valley, Castle Rock, CO 80104",39.32151,39.32151
"3408 Grey Ct, Castle Rock, CO 80104",39.3975467,39.3975467
"Peridot Plan, Bella Mesa, Castle Rock, CO 80104",39.3665884,39.3665884
"3952 Heatherglenn Ln, Castle Rock, CO 80104",39.3365216,39.3365216
"Chatham Plan, Crystal Valley Pine Ridge, Castle Rock, CO 80104",39.32151,39.32151
"Ponderosa Plan, Cliffrose At Homestead At Crystal Valley, Castle Rock, CO 80104",39.3255729,39.3255729
"Sunstone Plan, Seasons At The Oaks, Castle Rock, CO 80104",39.3556009,39.3556009
"5347 Gray Wolf Ln, Castle Rock, CO 80104",39.3890371,39.3890371
"Lapis Plan, The Grove At Crystal Valley, Castle Rock, CO 80104",39.3394757,39.3394757
"Lapis Plan, Bella Mesa, Castle Rock, CO 80104",39.3665884,39.3665884
"600 Darby Ct, Castle Rock, CO 80104",39.3646635,39.3646635
"Ammolite Plan, Seasons At The Oaks, Castle Rock, CO 80104",39.3556009,39.3556009
"Galen Plan, Crystal Valley, Castle Rock, CO 80104",39.32151,39.32151
"271 N Ridge Rd, Castle Rock, CO 80104",39.365737,39.365737
"Hemingway Plan, Carriage Hills At Crystal Valley, Castle Rock, CO 80104",39.3218555,39.3218555
"156 S Quicksilver Ave, Castle Rock, CO 80104",39.368271,39.368271
"1136 Halfmoon Dr, Castle Rock, CO 80104",39.3355495,39.3355495
"1524 Ebony Dr, Castle Rock, CO 80104",39.3566968,39.3566968
"211 Las Lunas St, Castle Rock, CO 80104",39.3722495,39.3722495
"3614 Crosshaven Ct, Castle Rock, CO 80104",39.3392044,39.3392044
"Fallon Plan, Seasons At Cliffrose At Homestead, Castle Rock, CO 80104",39.337086,39.337086
"Herring Plan, Crystal Valley, Castle Rock, CO 80104",39.32151,39.32151
"2959 Newport Cir, Castle Rock, CO 80104",39.344924,39.344924
"Amethyst Plan, Seasons At The Oaks, Castle Rock, CO 80104",39.3556009,39.3556009
"4556 Rapport Dr, Castle Rock, CO 80104",39.3559485,39.3559485
"Seth Plan, Cliffrose At Homestead At Crystal Valley, Castle Rock, CO 80104",39.3255729,39.3255729
"Hemingway Plan, The Grove At Crystal Valley, Castle Rock, CO 80104",39.3394757,39.3394757
"5044 Eckert St, Castle Rock, CO 80104",39.3574401,39.3574401
"Newcastle Plan, Crystal Valley Pine Ridge, Castle Rock, CO 80104",39.3372531,39.3372531
"Seth Plan, Carriage Hills At Crystal Valley, Castle Rock, CO 80104",39.3218555,39.3218555
"Alexandrite Plan, Seasons At The Oaks, Castle Rock, CO 80104",39.3556009,39.3556009
"2360 Oak Vista Ct, Castle Rock, CO 80104",39.3844172,39.3844172
"2517 Innisbrook Ct, Castle Rock, CO 80104",39.3487452,39.3487452
"Coming Soon Plan, Sunstone Village At Terrain, Castle Rock, CO 80104",39.3810254,39.3810254
"Citrine Plan, The Grove At Crystal Valley, Castle Rock, CO 80104",39.3394757,39.3394757
"Onyx Plan, Bella Mesa, Castle Rock, CO 80104",39.3665884,39.3665884
"Lapis Plan, Seasons At Cliffrose At Homestead, Castle Rock, CO 80104",39.337086,39.337086
"3133 Bittern St, Castle Rock, CO 80104",39.3423066,39.3423066
"717 Chandelle Rd, Castle Rock, CO 80104",39.301464,39.301464
"Citrine Plan, Seasons At The Oaks, Castle Rock, CO 80104",39.3556009,39.3556009
"Fleming Plan, Seasons At Cliffrose At Homestead, Castle Rock, CO 80104",39.337086,39.337086
"Cali Plan, Crystal Valley, Castle Rock, CO 80104",39.3255729,39.3255729
"Alexandrite Plan, Bella Mesa, Castle Rock, CO 80104",39.3665884,39.3665884
"39 Gordon Dr, Castle Rock, CO 80104",39.3707033,39.3707033
"Plan 1738 Plan, Terrain - Ranch Villa Collection, Castle Rock, CO 80104",39.375725,39.375725
"Holcombe Plan, Crystal Valley Pine Ridge, Castle Rock, CO 80104",39.3372531,39.3372531
"Moonstone Plan, Seasons At The Oaks, Castle Rock, CO 80104",39.3556009,39.3556009
"Palisade (Residence 39102) Plan, Homestead At Crystal Valley, Castle Rock, CO 80104",39.3255729,39.3255729
"Daniel Plan, Cliffrose At Homestead At Crystal Valley, Castle Rock, CO 80104",39.3255729,39.3255729
"Dillon Plan, Carriage Hills At Crystal Valley, Castle Rock, CO 80104",39.3218555,39.3218555
"Plan 1689 Plan, Terrain - Ranch Villa Collection, Castle Rock, CO 80104",39.375725,39.375725
"Onyx Plan, Seasons At The Oaks, Castle Rock, CO 80104",39.3556009,39.3556009
"Adderbrooke Plan, Enclave At Founder's Village, Castle Rock, CO 80104",39.3758,39.3758
"Foster Plan, Seasons At Cliffrose At Homestead, Castle Rock, CO 80104",39.337086,39.337086
"Telluride (Residence 39103) Plan, Homestead At Crystal Valley, Castle Rock, CO 80104",39.3255729,39.3255729
"Onyx Plan, The Grove At Crystal Valley, Castle Rock, CO 80104",39.3394757,39.3394757
"Powell Plan, Cliffrose At Homestead At Crystal Valley, Castle Rock, CO 80104",39.3255729,39.3255729
"Sienna Plan, Crystal Valley Pine Ridge, Castle Rock, CO 80104",39.3372531,39.3372531
"Amethyst Plan, Bella Mesa, Castle Rock, CO 80104",39.3665884,39.3665884
"Plan 1780 Modeled Plan, Terrain - Ranch Villa Collection, Castle Rock, CO 80104",39.375725,39.375725
"Coronado Plan, The Grove At Crystal Valley, Castle Rock, CO 80104",39.3394757,39.3394757
"Berkshire Plan, Enclave At Founder's Village, Castle Rock, CO 80104",39.3758,39.3758
"Moonstone Plan, Seasons At Cliffrose At Homestead, Castle Rock, CO 80104",39.337086,39.337086
"Silverthorne (Residence 39206) Plan, Homestead At Crystal Valley, Castle Rock, CO 80104",39.3255729,39.3255729
"Sunstone Plan, Bella Mesa, Castle Rock, CO 80104",39.3665884,39.3665884
"Hemingway Plan, Cliffrose At Homestead At Crystal Valley, Castle Rock, CO 80104",39.3255729,39.3255729
"1346 Bonnyton Pl, Castle Rock, CO 80104",39.35401,39.35401
"Delaney Plan, Cliffrose At Homestead At Crystal Valley, Castle Rock, CO 80104",39.3255729,39.3255729
"Vail (Residence 39208) Plan, Homestead At Crystal Valley, Castle Rock, CO 80104",39.3255729,39.3255729
"Amethyst Plan, The Grove At Crystal Valley, Castle Rock, CO 80104",39.3394757,39.3394757
"555 Whisper Wind Ln Unit 101, Castle Rock, CO 80104",39.374259,39.374259
"5891 Clover Ridge Cir, Castle Rock, CO 80104",39.3201347,39.3201347
"Plan 1789 Plan, Terrain - Ranch Villa Collection, Castle Rock, CO 80104",39.375725,39.375725
"Greystone Plan, Enclave At Founder's Village, Castle Rock, CO 80104",39.3758,39.3758
"Copper (Residence 29203) Plan, Homestead At Crystal Valley, Castle Rock, CO 80104",39.3255729,39.3255729
"2117 Villageview Ln, Castle Rock, CO 80104",39.3890371,39.3890371
"Citrine Plan, Bella Mesa, Castle Rock, CO 80104",39.3665884,39.3665884
"Pinecrest Plan, Cliffrose At Homestead At Crystal Valley, Castle Rock, CO 80104",39.3255729,39.3255729
"Lapis Plan, Seasons At The Oaks, Castle Rock, CO 80104",39.3556009,39.3556009
"4057 John Ct, Castle Rock, CO 80104",39.3355204,39.3355204
"Pearl Plan, Seasons At Cliffrose At Homestead, Castle Rock, CO 80104",39.337086,39.337086
"Mercury (Residence 29202) Plan, Homestead At Crystal Valley, Castle Rock, CO 80104",39.3255729,39.3255729
"Plan 1552 Modeled Plan, Terrain - Ranch Villa Collection, Castle Rock, CO 80104",39.375725,39.375725
"Pendleton Plan, Crystal Valley Pine Ridge, Castle Rock, CO 80104",39.32151,39.32151
"Avon (Residence 39205) Plan, Homestead At Crystal Valley, Castle Rock, CO 80104",39.3255729,39.3255729
"Essex Plan, Enclave At Founder's Village, Castle Rock, CO 80104",39.3650221,39.3650221
"Arlington Plan, Cliffrose At Homestead At Crystal Valley, Castle Rock, CO 80104",39.3255729,39.3255729
"Coral Plan, Bella Mesa, Castle Rock, CO 80104",39.3665884,39.3665884
"3248 Mccracken Ln, Castle Rock, CO 80104",39.3425186,39.3425186
"Daniel Plan, Carriage Hills At Crystal Valley, Castle Rock, CO 80104",39.3218555,39.3218555
"Henley Plan, Crystal Valley Pine Ridge, Castle Rock, CO 80104",39.3372531,39.3372531
"Coventry Plan, Enclave At Founder's Village, Castle Rock, CO 80104",39.3758,39.3758
"Plan 1632 Plan, Terrain - Ranch Villa Collection, Castle Rock, CO 80104",39.375725,39.375725
"Fraser (Residence 36204) Plan, Homestead At Crystal Valley, Castle Rock, CO 80104",39.3255729,39.3255729
"4352 Las Lunas Ct, Castle Rock, CO 80104",39.3713581,39.3713581
"Avalon Plan, Cliffrose At Homestead At Crystal Valley, Castle Rock, CO 80104",39.3255729,39.3255729
"Neuville Plan, Crystal Valley, Castle Rock, CO 80104",39.32151,39.32151
"Durango (Residence 36203) Plan, Homestead At Crystal Valley, Castle Rock, CO 80104",39.3255729,39.3255729
"2964 Mountain Sky Dr, Castle Rock, CO 80104",39.3358813,39.3358813
"Dresden Plan, Enclave At Founder's Village, Castle Rock, CO 80104",39.3758,39.3758
"3250 Nellies Way, Castle Rock, CO 80104",39.3146577,39.3146577
"Peridot Plan, Seasons At Cliffrose At Homestead, Castle Rock, CO 80104",39.337086,39.337086
"Coral Plan, The Grove At Crystal Valley, Castle Rock, CO 80104",39.3394757,39.3394757
"Peridot Plan, Seasons At The Oaks, Castle Rock, CO 80104",39.3556009,39.3556009
"1644 Ridgetrail Ln, Castle Rock, CO 80104",39.3828374,39.3828374
"Yorktown Plan, Cliffrose At Homestead At Crystal Valley, Castle Rock, CO 80104",39.3255729,39.3255729
"2908 Echo Park Dr, Castle Rock, CO 80104",39.320523,39.320523
"5153 Ditmars Trl, Castle Rock, CO 80104",40.769029,40.769029
"3403 Cade Ct, Castle Rock, CO 80104",39.3400544,39.3400544
"1917 Villageview Ln, Castle Rock, CO 80104",33.8356484,33.8356484
"Arlington Plan, Cliffrose At Homestead At Crystal Valley, Castle Rock, CO 80104",39.3255729,39.3255729
"1803 Avenida Del Sol, Castle Rock, CO 80104",39.4088738,39.4088738
"2540 Saddleback Dr, Castle Rock, CO 80104",39.38675,39.38675
"Hopewell Plan, The Grove At Crystal Valley, Castle Rock, CO 80104",39.3394757,39.3394757
"Plan 1498 Plan, Terrain - Ranch Villa Collection, Castle Rock, CO 80104",39.375725,39.375725
"702 Stafford Cir, Castle Rock, CO 80104",39.352245,39.352245
"Patterson Plan, Cliffrose At Homestead At Crystal Valley, Castle Rock, CO 80104",39.3255729,39.3255729
"5778 High Timber Cir, Castle Rock, CO 80104",39.321499,39.321499
"2030 Champions Cir, Castle Rock, CO 80104",39.3519779,39.3519779
"5011 Silver Hare Ct, Castle Rock, CO 80104",41.6032207,41.6032207
"Avril Plan, Cliffrose At Homestead At Crystal Valley, Castle Rock, CO 80104",39.3255729,39.3255729
"Coral Plan, Seasons At The Oaks, Castle Rock, CO 80104",39.3556009,39.3556009
"1989 Wild Star Way, Castle Rock, CO 80104",39.3857407,39.3857407
"3029 Masters Point, Castle Rock, CO 80104",39.3435712,39.3435712
"5123 Ditmars Ln, Castle Rock, CO 80104",39.2952037,39.2952037
"Decker Plan, Cliffrose At Homestead At Crystal Valley, Castle Rock, CO 80104",39.3255729,39.3255729
"214 S Oman Rd, Castle Rock, CO 80104",39.368251,39.368251
"16 Sheldon Ave, Castle Rock, CO 80104",39.3700153,39.3700153
"Cobalt (Residence 29201) Plan, Homestead At Crystal Valley, Castle Rock, CO 80104",39.3255729,39.3255729
"Pendleton Plan, Cliffrose At Homestead At Crystal Valley, Castle Rock, CO 80104",39.3255729,39.3255729
"6985 Fallon Cir, Castle Rock, CO 80104",39.3705771,39.3705771
"Platinum (Residence 29204) Plan, Homestead At Crystal Valley, Castle Rock, CO 80104",39.3255729,39.3255729
"3987 Lions Paw St, Castle Rock, CO 80104",39.3365336,39.3365336
"1839 Avenida Del Sol, Castle Rock, CO 80104",39.408714,39.408714
"420 Eaglestone Dr, Castle Rock, CO 80104",39.3345689,39.3345689
"470 Whisper Wind Ln Unit 104, Castle Rock, CO 80104",39.373711,39.373711
"5628 Canyon View Dr Unit 44, Castle Rock, CO 80104",39.375282,39.375282
"5624 Canyon View Dr Unit 43, Castle Rock, CO 80104",39.375273,39.375273
"5636 Canyon View Dr Unit 45, Castle Rock, CO 80104",39.375291,39.375291
"1535 Dewfrost Pl, Castle Rock, CO 80104",39.3346213,39.3346213
"204 Cheney Pl, Castle Rock, CO 80104",39.34464,39.34464
"5215 Ditmars Trl, Castle Rock, CO 80104",40.769029,40.769029
"654 Pitkin Way, Castle Rock, CO 80104",39.3640151,39.3640151
"348 Castlemaine Ct, Castle Rock, CO 80104",39.3372826,39.3372826
"228 Emerald Dr, Castle Rock, CO 80104",39.3491325,39.3491325
"Aspen (Residence 39209) Plan, Homestead At Crystal Valley, Castle Rock, CO 80104",39.3255729,39.3255729
"1430 Glade Gulch Rd, Castle Rock, CO 80104",39.308449,39.308449
"2325 Oxbow Ct, Castle Rock, CO 80104",39.31173,39.31173
"5919 Clover Ridge Cir, Castle Rock, CO 80104",39.3197546,39.3197546
"2405 Flower Field Pl, Castle Rock, CO 80104",39.3370975,39.3370975
"2090 Summerfield Dr, Castle Rock, CO 80104",39.359023,39.359023
"5217 Ditmars Ln, Castle Rock, CO 80104",39.2952037,39.2952037
"2000 June Ct, Castle Rock, CO 80104",39.352721,39.352721
"5918 Plains End Ct, Castle Rock, CO 80104",39.3204318,39.3204318
"5310 High Plains Pl, Castle Rock, CO 80104",39.3672146,39.3672146
"1450 Gentry Pl, Castle Rock, CO 80104",39.3309524,39.3309524
"4311 Decatur Ave, Castle Rock, CO 80104",39.3661967,39.3661967
"488 Whisper Wind Ln Unit 111, Castle Rock, CO 80104",39.37368,39.37368
"835 Appleby Pl, Castle Rock, CO 80104",39.3521503,39.3521503
"2163 Sierra Verde Ct, Castle Rock, CO 80104",39.407504,39.407504
"20 Wilcox St Unit 313, Castle Rock, CO 80104",39.3699094,39.3699094
"4052 Serenade Rd, Castle Rock, CO 80104",39.30534,39.30534
"5299 E Hamilton Ave, Castle Rock, CO 80104",39.3640894,39.3640894
"275 S Pembrook St, Castle Rock, CO 80104",39.3670387,39.3670387
"2505 Valley Oak Rd, Castle Rock, CO 80104",39.355023,39.355023
"3532 Bell Mountain Dr, Castle Rock, CO 80104",39.3110553,39.3110553
"1005 S Gilbert St Unit C, Castle Rock, CO 80104",39.3615239,39.3615239
"859 Eveningsong Dr, Castle Rock, CO 80104",39.3370902,39.3370902
"1362 Double Eagle Ct, Castle Rock, CO 80104",39.3580999,39.3580999
"2287 Sandhurst Dr, Castle Rock, CO 80104",39.3617962,39.3617962
"2180 Shadow Creek Dr, Castle Rock, CO 80104",39.3204844,39.3204844
"283 W Prestwick Way, Castle Rock, CO 80104",39.3427144,39.3427144
"803 Valhalla St, Castle Rock, CO 80104",39.3831552,39.3831552
"873 Lake Gulch Rd, Castle Rock, CO 80104",39.349646,39.349646
"645 Gardner St, Castle Rock, CO 80104",39.3643616,39.3643616
"5178 Galena Ave, Castle Rock, CO 80104",39.3640729,39.3640729
"7628 Pineridge Ter, Castle Pines, CO 80108",39.4693446,39.4693446
"4085 Traditions Plan, Reserve At The Canyons, Castle Rock, CO 80108",39.4607412,39.4607412
"862 Meadow Ln, Castle Rock, CO 80108",40.8575867,40.8575867
"Haswell Plan, Ravenwood At Terrain, Castle Rock, CO 80108",39.3819386,39.3819386
"5084 Enclave Plan, Retreat At The Canyons, Castle Rock, CO 80108",39.4602246,39.4602246
"2744 Red Bird Trl, Castle Rock, CO 80108",39.392513,39.392513
"5099 The Walton Plan, Luxe At The Canyons, Castle Rock, CO 80108",39.4618181,39.4618181
"Dillon II Plan, The Landing At Cobblestone Ranch, Castle Rock, CO 80108",39.4231256,39.4231256
"4086 Legacy Plan, Reserve At The Canyons, Castle Rock, CO 80108",39.4607412,39.4607412
"5085 Preserve Plan, Retreat At The Canyons, Castle Rock, CO 80108",39.4602246,39.4602246
"Coming Soon Plan, Macanta Destination Collection, Castle Rock, CO 80108",39.4551176,39.4551176
"Plan 3 Plan, Vector At The Canyons, Castle Rock, CO 80108",39.4607412,39.4607412
"1839 Pinion Wing Cir, Castle Rock, CO 80108",39.3836962,39.3836962
"4084 Legends Plan, Reserve At The Canyons, Castle Rock, CO 80108",39.4607412,39.4607412
"Harris Plan, The Landing At Cobblestone Ranch, Castle Rock, CO 80108",39.4231256,39.4231256
"1136 Castle Pines Dr N, Castle Rock, CO 80108",39.4426224,39.4426224
"1062 Snow Lily Ct, Castle Pines, CO 80108",39.4703796,39.4703796
"Dillon Plan, Ravenwood At Terrain, Castle Rock, CO 80108",39.3819386,39.3819386
"5082 Homestead Plan, Retreat At The Canyons, Castle Rock, CO 80108",39.4602246,39.4602246
"Coming Soon Plan, Macanta City Collection, Castle Rock, CO 80108",40.0897786,40.0897786
"1167 Berganot Trl, Castle Pines, CO 80108",39.479871,39.479871
"1138 Castle Pines Dr N, Castle Rock, CO 80108",39.4426224,39.4426224
"1139 Castle Pines Dr N, Castle Rock, CO 80108",39.4426224,39.4426224
"1137 Castle Pines Dr N, Castle Rock, CO 80108",39.4426224,39.4426224
"Eliot (Residence 40122) Plan, Skyline Ridge At Castle Pines, Castle Rock, CO 80108",39.457261,39.457261
"Arlington Plan, The Landing At Cobblestone Ranch, Castle Rock, CO 80108",39.4231256,39.4231256
"4082 Heritage Plan, Reserve At The Canyons, Castle Rock, CO 80108",39.4607412,39.4607412
"Coming Soon Plan, Macanta Expedition Collection, Castle Rock, CO 80108",39.417607,39.417607
"Dartmouth (Residence 50351) Plan, Skyline Ridge At Castle Pines, Castle Rock, CO 80108",39.457261,39.457261
"Plan 2282 Modeled Plan, The Canyons - Classic Collection, Castle Rock, CO 80108",39.453839,39.453839
"Arvada Plan, Ravenwood At Terrain, Castle Rock, CO 80108",39.3819386,39.3819386
"Delaney Plan, The Reserve At Cobblestone Ranch, Castle Rock, CO 80108",39.42403,39.42403
"Ballesteros Plan, Castle Valley : The Legends Collection, Castle Pines, CO 80108",39.4629531,39.4629531
"Keystone II Plan, Timberline Destination Collection, Castle Pines, CO 80108",39.4548016,39.4548016
"Eldora II Plan, Timberline Destination Collection, Castle Pines, CO 80108",39.4548016,39.4548016
"Loma Plan, Ravenwood At Terrain, Castle Rock, CO 80108",39.3819386,39.3819386
"Flatiron Plan, Timberline City Collection, Castle Rock, CO 80108",39.4551176,39.4551176
"Residence 3501 Plan, Prelude Collection In Ravenwood Village At Terrain, Castle Rock, CO 80108",39.380938,39.380938
"Two Plan, Prato In The Village At Castle Pines, Castle Rock, CO 80108",39.4266,39.4266
"Superhome Plan, Castle Valley : The Grand Collection, Castle Pines, CO 80108",39.4629531,39.4629531
"Rembrandt (Residence 60254) Plan, Skyline Ridge At Castle Pines, Castle Rock, CO 80108",39.457261,39.457261
"4072 Emerson Plan, Gallery At The Canyons, Castle Pines, CO 80108",39.4592895,39.4592895
"Huntington Plan, Castle Valley : The Monarch Collection, Castle Pines, CO 80108",39.4629531,39.4629531
"Residence 4503 Plan, Solis At The Canyons, Castle Rock, CO 80108",39.4570479,39.4570479
"5075 Hyde Plan, Luxe At The Canyons, Castle Pines, CO 80108",39.4618181,39.4618181
"Cortez Plan, Timberline City Collection, Castle Pines, CO 80108",39.4551176,39.4551176
"Delaney Plan, The Landing At Cobblestone Ranch, Castle Rock, CO 80108",39.4231256,39.4231256
"1749 Stable View Dr, Castle Pines, CO 80108",39.452235,39.452235
"1751 Stable View Dr, Castle Pines, CO 80108",39.4522796,39.4522796
"Residence 3504 Plan, Prelude Collection In Ravenwood Village At Terrain, Castle Rock, CO 80108",39.380938,39.380938
"5081 Sanctuary Plan, Retreat At The Canyons, Castle Rock, CO 80108",39.4602246,39.4602246
"742 Norwich Ct, Castle Pines, CO 80108",39.4676055,39.4676055
"4074 Corbett Plan, Gallery At The Canyons, Castle Pines, CO 80108",39.4592895,39.4592895
"Residence One Plan, The Canyons By Berkeley Homes, Castle Pines, CO 80108",39.4532498,39.4532498
"Decker Plan, The Reserve At Cobblestone Ranch, Castle Rock, CO 80108",39.42403,39.42403
"Columbine Plan, Timberline Destination Collection, Castle Pines, CO 80108",39.5877657,39.5877657
"2011 Pinion Wing Cir, Castle Rock, CO 80108",39.3845891,39.3845891
"Branson Plan, Overlook At Ravenwood, Castle Rock, CO 80108",36.6436731,36.6436731
"The Genesee Plan, Castle Valley: The Town Collection, Castle Pines, CO 80108",39.465811,39.465811
"7193 Bedlam Dr, Castle Pines, CO 80108",39.4668406,39.4668406
"7199 Bedlam Dr, Castle Pines, CO 80108",39.466912,39.466912
"7189 Bedlam Dr, Castle Pines, CO 80108",39.466774,39.466774
"6723 Esmeralda Dr, Castle Rock, CO 80108",39.4257672,39.4257672
"Residence 3505 Plan, Prelude Collection In Ravenwood Village At Terrain, Castle Rock, CO 80108",39.380938,39.380938
"Kipling (Residence 40223) Plan, Skyline Ridge At Castle Pines, Castle Rock, CO 80108",39.457261,39.457261
"Silverleaf Plan, Castle Valley : The Grand Collection, Castle Rock, CO 80108",39.4629531,39.4629531
"4075 Zolla Plan, Gallery At The Canyons, Castle Pines, CO 80108",39.4592895,39.4592895
"Stonehaven Plan, Castle Valley : The Monarch Collection, Castle Pines, CO 80108",39.4629531,39.4629531
"Hanford Plan, The Landing At Cobblestone Ranch, Castle Rock, CO 80108",39.4231256,39.4231256
