Street Address,Lat,Lng
"Telluride (Residence 39103) Plan, Homestead at Crystal Valley",39.3255729,-104.8423538
"Onyx Plan, The Grove at Crystal Valley",39.3394757,-104.8411745
"Powell Plan, Cliffrose at Homestead at Crystal Valley",39.3255729,-104.8423538
"SIENNA Plan, Crystal Valley Pine Ridge",39.3372531,-104.8512143
"Amethyst Plan, Bella Mesa",39.3665884,-104.7977001
"Plan 1780 Modeled Plan, Terrain - Ranch Villa Collection",39.375725,-104.818213
"Coronado Plan, The Grove at Crystal Valley",39.3394757,-104.8411745
"Berkshire Plan, Enclave at Founder's Village",39.3758,-104.8086
"Moonstone Plan, Seasons at Cliffrose at Homestead",39.337086,-104.8324466
"Silverthorne (Residence 39206) Plan, Homestead at Crystal Valley",39.3255729,-104.8423538
"Sunstone Plan, Bella Mesa",39.3665884,-104.7977001
"Hemingway Plan, Cliffrose at Homestead at Crystal Valley",39.3255729,-104.8423538
1346 Bonnyton Pl,39.35401,-104.848644
"Delaney Plan, Cliffrose at Homestead at Crystal Valley",39.3255729,-104.8423538
"Vail (Residence 39208) Plan, Homestead at Crystal Valley",39.3255729,-104.8423538
"Amethyst Plan, The Grove at Crystal Valley",39.3394757,-104.8411745
555 Whisper Wind Ln UNIT 101,39.374259,-104.801122
5891 Clover Ridge Cir,39.3201347,-104.8281679
"Plan 1789 Plan, Terrain - Ranch Villa Collection",39.375725,-104.818213
"Greystone Plan, Enclave at Founder's Village",39.3758,-104.8086
"Copper (Residence 29203) Plan, Homestead at Crystal Valley",39.3255729,-104.8423538
2117 Villageview Ln,39.3890371,-104.8469607
"Citrine Plan, Bella Mesa",39.3665884,-104.7977001
"Pinecrest Plan, Cliffrose at Homestead at Crystal Valley",39.3255729,-104.8423538
"Lapis Plan, Seasons at The Oaks",39.3556009,-104.8154244
4057 John Ct,39.3355204,-104.8404681
"Pearl Plan, Seasons at Cliffrose at Homestead",39.337086,-104.8324466
"Mercury (Residence 29202) Plan, Homestead at Crystal Valley",39.3255729,-104.8423538
"Plan 1552 Modeled Plan, Terrain - Ranch Villa Collection",39.375725,-104.818213
"PENDLETON Plan, Crystal Valley Pine Ridge",39.32151,-104.839357
"Avon (Residence 39205) Plan, Homestead at Crystal Valley",39.3255729,-104.8423538
"Essex Plan, Enclave at Founder's Village",39.3650221,-104.8087957
"Arlington Plan, Cliffrose at Homestead at Crystal Valley",39.3255729,-104.8423538
"Coral Plan, Bella Mesa",39.3665884,-104.7977001
3248 Mccracken Ln,39.3425186,-104.8578893
"Daniel Plan, Carriage Hills at Crystal Valley",39.3218555,-104.8358543
"HENLEY Plan, Crystal Valley Pine Ridge",39.3372531,-104.8512143
"Coventry Plan, Enclave at Founder's Village",39.3758,-104.8086
"Plan 1632 Plan, Terrain - Ranch Villa Collection",39.375725,-104.818213
"Fraser (Residence 36204) Plan, Homestead at Crystal Valley",39.3255729,-104.8423538
4352 Las Lunas Ct,39.37135809999999,-104.8174411
"Avalon Plan, Cliffrose at Homestead at Crystal Valley",39.3255729,-104.8423538
"NEUVILLE Plan, Crystal Valley",39.32151,-104.839357
"Durango (Residence 36203) Plan, Homestead at Crystal Valley",39.3255729,-104.8423538
2964 Mountain Sky Dr,39.3358813,-104.8310063
"Dresden Plan, Enclave at Founder's Village",39.3758,-104.8086
3250 Nellies Way,39.3146577,-104.8411297
"Peridot Plan, Seasons at Cliffrose at Homestead",39.337086,-104.8324466
"Coral Plan, The Grove at Crystal Valley",39.3394757,-104.8411745
"Peridot Plan, Seasons at The Oaks",39.3556009,-104.8154244
1644 Ridgetrail Ln,39.3828374,-104.8405824
"Yorktown Plan, Cliffrose at Homestead at Crystal Valley",39.3255729,-104.8423538
2908 Echo Park Dr,39.320523,-104.8311734
5153 Ditmars Trl,40.769029,-73.86851539999999
3403 Cade Ct,39.34005440000001,-104.8439784
1917 Villageview Ln,33.8356484,-84.12751639999999
"Arlington Plan, Cliffrose at Homestead at Crystal Valley",39.3255729,-104.8423538
1803 Avenida Del Sol,39.40887379999999,-104.8412177
2540 Saddleback Dr,39.38675,-104.8354751
"Hopewell Plan, The Grove at Crystal Valley",39.3394757,-104.8411745
"Plan 1498 Plan, Terrain - Ranch Villa Collection",39.375725,-104.818213
702 Stafford Cir,39.352245,-104.851945
"Patterson Plan, Cliffrose at Homestead at Crystal Valley",39.3255729,-104.8423538
5778 High Timber Cir,39.321499,-104.8395383
2030 Champions Cir,39.3519779,-104.8595312
5011 Silver Hare Ct,41.6032207,-73.087749
"Avril Plan, Cliffrose at Homestead at Crystal Valley",39.3255729,-104.8423538
"Coral Plan, Seasons at The Oaks",39.3556009,-104.8154244
1989 Wild Star Way,39.38574070000001,-104.8316515
3029 Masters Point,39.3435712,-104.8647306
5123 Ditmars Ln,39.29520369999999,-104.8427371
"Decker Plan, Cliffrose at Homestead at Crystal Valley",39.3255729,-104.8423538
214 S Oman Rd,39.368251,-104.849149
16 Sheldon Ave,39.3700153,-104.7860519
"Cobalt (Residence 29201) Plan, Homestead at Crystal Valley",39.3255729,-104.8423538
"Pendleton Plan, Cliffrose at Homestead at Crystal Valley",39.3255729,-104.8423538
6985 Fallon Cir,39.37057710000001,-104.7890606
"Platinum (Residence 29204) Plan, Homestead at Crystal Valley",39.3255729,-104.8423538
3987 Lions Paw St,39.3365336,-104.8495752
1839 Avenida Del Sol,39.408714,-104.840674
420 Eaglestone Dr,39.3345689,-104.8574333
470 Whisper Wind Ln UNIT 104,39.373711,-104.80144
5628 Canyon View Dr UNIT 44,39.375282,-104.80317
5624 Canyon View Dr UNIT 43,39.375273,-104.803254
5636 Canyon View Dr UNIT 45,39.375291,-104.803081
1535 Dewfrost Pl,39.3346213,-104.8474229
204 Cheney Pl,39.34464,-104.8592576
5215 Ditmars Trl,40.769029,-73.86851539999999
654 Pitkin Way,39.3640151,-104.8111035
348 Castlemaine Ct,39.3372826,-104.8592804
228 Emerald Dr,39.3491325,-104.8590067
"Aspen (Residence 39209) Plan, Homestead at Crystal Valley",39.3255729,-104.8423538
1430 Glade Gulch Rd,39.308449,-104.8615836
2325 Oxbow Ct,39.31173,-104.8431279
5919 Clover Ridge Cir,39.3197546,-104.8282604
2405 Flower Field Pl,39.3370975,-104.8373675
2090 Summerfield Dr,39.359023,-104.8370483
5217 Ditmars Ln,39.29520369999999,-104.8427371
2000 June Ct,39.352721,-104.852962
5918 Plains End Ct,39.3204318,-104.8428701
5310 High Plains Pl,39.3672146,-104.806909
1450 Gentry Pl,39.3309524,-104.8475047
4311 Decatur Ave,39.3661967,-104.8176865
488 Whisper Wind Ln UNIT 111,39.37368,-104.8013409
835 Appleby Pl,39.3521503,-104.8504328
2163 Sierra Verde Ct,39.407504,-104.8397729
20 Wilcox St UNIT 313,39.3699094,-104.859554
4052 Serenade Rd,39.30534,-104.851288
5299 E Hamilton Ave,39.3640894,-104.807855
275 S Pembrook St,39.36703869999999,-104.8101004
2505 Valley Oak Rd,39.355023,-104.836637
3532 Bell Mountain Dr,39.3110553,-104.8731913
1005 S Gilbert St UNIT C,39.3615239,-104.8460806
859 Eveningsong Dr,39.3370902,-104.8534427
1362 Double Eagle Ct,39.35809990000001,-104.8526902
2287 Sandhurst Dr,39.3617962,-104.8343123
2180 Shadow Creek Dr,39.3204844,-104.8382872
283 W Prestwick Way,39.3427144,-104.8630886
803 Valhalla St,39.3831552,-104.8520062
873 Lake Gulch Rd,39.349646,-104.83587
645 Gardner St,39.3643616,-104.7919098
5178 Galena Ave,39.3640729,-104.8082881
7628 Pineridge Ter,39.4693446,-104.9113726
"4085 Traditions Plan, Reserve at The Canyons",39.4607412,-104.8508801
862 Meadow Ln,40.8575867,-72.4271186
"HASWELL Plan, Ravenwood at Terrain",39.3819386,-104.8088789
"5084 Enclave Plan, Retreat at The Canyons",39.4602246,-104.8503848
2744 Red Bird Trl,39.392513,-104.818849
"5099 The Walton Plan, Luxe at The Canyons",39.4618181,-104.8602446
"Dillon II Plan, The Landing at Cobblestone Ranch",39.4231256,-104.7947579
"4086 Legacy Plan, Reserve at The Canyons",39.4607412,-104.8508801
"5085 Preserve Plan, Retreat at The Canyons",39.4602246,-104.8503848
"Coming Soon Plan, Macanta Destination Collection",39.4551176,-104.8854792
"Plan 3 Plan, Vector at The Canyons",39.4607412,-104.8508801
1839 Pinion Wing Cir,39.3836962,-104.8061354
"4084 Legends Plan, Reserve at The Canyons",39.4607412,-104.8508801
"Harris Plan, The Landing at Cobblestone Ranch",39.4231256,-104.7947579
1136 Castle Pines Dr N,39.4426224,-104.9006086
1062 Snow Lily Ct,39.4703796,-104.9052677
"DILLON Plan, Ravenwood at Terrain",39.3819386,-104.8088789
"5082 Homestead Plan, Retreat at The Canyons",39.4602246,-104.8503848
"Coming Soon Plan, Macanta City Collection",40.0897786,-104.9571676
1167 Berganot Trl,39.479871,-104.9083409
1138 Castle Pines Dr N,39.4426224,-104.9006086
1139 Castle Pines Dr N,39.4426224,-104.9006086
1137 Castle Pines Dr N,39.4426224,-104.9006086
"Eliot (Residence 40122) Plan, Skyline Ridge at Castle Pines",39.457261,-104.880036
"Arlington Plan, The Landing at Cobblestone Ranch",39.4231256,-104.7947579
"4082 Heritage Plan, Reserve at The Canyons",39.4607412,-104.8508801
"Coming Soon Plan, Macanta Expedition Collection",39.417607,-104.829273
"Dartmouth (Residence 50351) Plan, Skyline Ridge at Castle Pines",39.457261,-104.880036
"Plan 2282 Modeled Plan, The Canyons - Classic Collection",39.45383899999999,-104.85496
"ARVADA Plan, Ravenwood at Terrain",39.3819386,-104.8088789
"Delaney Plan, The Reserve at Cobblestone Ranch",39.42402999999999,-104.789929
"Ballesteros Plan, Castle Valley : The Legends Collection",39.4629531,-104.8799874
"Keystone II Plan, Timberline Destination Collection",39.4548016,-104.8853719
"Eldora II Plan, Timberline Destination Collection",39.4548016,-104.8853719
"Loma Plan, Ravenwood at Terrain",39.3819386,-104.8088789
"Flatiron Plan, Timberline City Collection",39.4551176,-104.8854792
"Residence 3501 Plan, Prelude Collection in Ravenwood Village at Terrain",39.380938,-104.81133
"Two Plan, Prato in the Village at Castle Pines",39.4266,-104.903476
"SuperHome Plan, Castle Valley : The Grand Collection",39.4629531,-104.8799874
"Rembrandt (Residence 60254) Plan, Skyline Ridge at Castle Pines",39.457261,-104.880036
"4072 Emerson Plan, Gallery at The Canyons",39.4592895,-104.856777
"Huntington Plan, Castle Valley : The Monarch Collection",39.4629531,-104.8799874
"Residence 4503 Plan, Solis at The Canyons",39.4570479,-104.8554467
"5075 Hyde Plan, Luxe at The Canyons",39.4618181,-104.8602446
"Cortez Plan, Timberline City Collection",39.4551176,-104.8854792
"Delaney Plan, The Landing at Cobblestone Ranch",39.4231256,-104.7947579
1749 Stable View Dr,39.452235,-104.8548227
1751 Stable View Dr,39.4522796,-104.8549681
"Residence 3504 Plan, Prelude Collection in Ravenwood Village at Terrain",39.380938,-104.81133
"5081 Sanctuary Plan, Retreat at The Canyons",39.4602246,-104.8503848
742 Norwich Ct,39.4676055,-104.8993972
"4074 Corbett Plan, Gallery at The Canyons",39.4592895,-104.856777
"Residence One Plan, The Canyons by Berkeley Homes",39.45324979999999,-104.8545571
"Decker Plan, The Reserve at Cobblestone Ranch",39.42402999999999,-104.789929
"Columbine Plan, Timberline Destination Collection",39.5877657,-105.0694295
2011 Pinion Wing Cir,39.3845891,-104.805645
"BRANSON Plan, Overlook at Ravenwood",36.6436731,-93.21851439999999
"The Genesee Plan, Castle Valley: The Town Collection",39.465811,-104.879632
7193 Bedlam Dr,39.4668406,-104.8787205
7199 Bedlam Dr,39.466912,-104.878781
7189 Bedlam Dr,39.466774,-104.8786582
6723 Esmeralda Dr,39.4257672,-104.7777394
"Residence 3505 Plan, Prelude Collection in Ravenwood Village at Terrain",39.380938,-104.81133
"Kipling (Residence 40223) Plan, Skyline Ridge at Castle Pines",39.457261,-104.880036
"Silverleaf Plan, Castle Valley : The Grand Collection",39.4629531,-104.8799874
"4075 Zolla Plan, Gallery at The Canyons",39.4592895,-104.856777
"Stonehaven Plan, Castle Valley : The Monarch Collection",39.4629531,-104.8799874
"Hanford Plan, The Landing at Cobblestone Ranch",39.4231256,-104.7947579
"5074 Stonehaven Plan, Luxe at The Canyons",39.4618181,-104.8602446
7194 Finsberry Way,39.4669237,-104.8792486
983 Glen Oaks Ave,39.4773423,-104.9045066
"Residence 3502 Plan, Prelude Collection in Ravenwood Village at Terrain",39.380938,-104.81133
"Wellington Plan, Castle Valley : The Grand Collection",39.4629531,-104.8799874
18 Borealis Way,39.442549,-104.889249
"Glenwood Plan, Timberline City Collection",39.5505376,-107.3247762
"Trevino Plan, Castle Valley : The Legends Collection",39.4629531,-104.8799874
"Yale (Residence 50151) Plan, Skyline Ridge at Castle Pines",39.457261,-104.880036
"Doyle (Residence 40120) Plan, Skyline Ridge at Castle Pines",39.457261,-104.880036
"The Buena Vista Plan, Castle Valley: The Town Collection",39.465811,-104.879632
"Prescott Plan, The Landing at Cobblestone Ranch",39.4231256,-104.7947579
"JULESBURG Plan, Ravenwood at Terrain",40.98832580000001,-102.2643519
"5072 Stratton Plan, Luxe at The Canyons",39.4618181,-104.8602446
"Monet (Residence 60150) Plan, Skyline Ridge at Castle Pines",39.457261,-104.880036
4340 Chateau Ridge Rd,39.425616,-104.8944
"Residence Two Plan, The Canyons by Berkeley Homes",39.45324979999999,-104.8545571
"5086 Haven Plan, Retreat at The Canyons",39.4602246,-104.8503848
"Hemingway Plan, The Landing at Cobblestone Ranch",39.4231256,-104.7947579
"Ashbrook I Plan, Castle Valley : The Monarch Collection",39.4629531,-104.8799874
"Copper Plan, Timberline Destination Collection",39.4548016,-104.8853719
"Melody Plan, The Landing at Cobblestone Ranch",39.4231256,-104.7947579
"BRANSON Plan, Ravenwood at Terrain",36.6436731,-93.21851439999999
"Columbia (Residence 50152) Plan, Skyline Ridge at Castle Pines",39.457261,-104.880036
"5071 Belcourt Plan, Luxe at The Canyons",39.4618181,-104.8602446
"Prescott Plan, Castle Valley : The Grand Collection",39.4629531,-104.8799874
"HASWELL Plan, Overlook at Ravenwood",39.3822433,-104.8118767
6902 Sulfur Ln,39.4261699,-104.8468045
1015 Pinefield Ln,39.4647629,-104.9052593
"The Nederland Plan, Castle Valley: The Town Collection",39.465811,-104.879632
6552 Merrimack Dr,39.457927,-104.878289
"Daniel Plan, The Reserve at Cobblestone Ranch",39.42402999999999,-104.789929
7115 Parkwood Ln,39.4653452,-104.9110989
"Bronte (Residence 40224) Plan, Skyline Ridge at Castle Pines",39.457261,-104.880036
149 W Juan Way,39.50050299999999,-104.886712
6388 Agave Ave,39.42140699999999,-104.797275
"Matisse (Residence 60253) Plan, Skyline Ridge at Castle Pines",39.457261,-104.880036
"Holbrook Plan, The Landing at Cobblestone Ranch",39.4231256,-104.7947579
"Hopewell Plan, The Landing at Cobblestone Ranch",39.4231256,-104.7947579
1358 Galactic Pl,39.4332188,-104.8478789
"Dillon Plan, Timberline City Collection",39.6302643,-106.0433518
7378 Geode Ct,39.4302876,-104.8405824
2145 Beechnut Pl,39.4119918,-104.83983
1418 Pineridge Ln,39.471943,-104.91248
7289 Grady Cir,39.4219124,-104.7770033
1681 Pinion Wing Cir,39.3830584,-104.8059269
6021 Castlegate Dr UNIT E33,39.4193489,-104.883901
326 E Oak Hills Dr,39.4846007,-104.8793489
7040 Azurite Ct,39.4279766,-104.8524166
9424 N Palomino Dr,39.498768,-104.877679
6749 Mentha Dr,39.425989,-104.7944349
911 Bramblewood Dr,39.4861289,-104.9027959
1076 Deer Clover Way,39.470662,-104.9062858
2515 Cutters Cir APT 103,39.4195842,-104.836439
1312 Forest Trails Dr,39.4635778,-104.910848
8429 Winter Berry Dr,39.4850822,-104.9071754
"Daniel Plan, The Landing at Cobblestone Ranch",39.4231256,-104.7947579
6734 Solana Dr,39.4895809,-104.9102777
6157 Massive Peak Loop,39.454226,-104.897824
7 Tauber Dr,39.4804833,-104.9037767
"ARVADA Plan, Overlook at Ravenwood",39.8027644,-105.0874842
"Renoir (Residence 60252) Plan, Skyline Ridge at Castle Pines",39.457261,-104.880036
3205 Country Club Pkwy,39.43688,-104.911998
279 Clare Dr,40.2579987,-80.16948
1548 Wingfeather Ln,39.3812294,-104.8084611
880 Wolverine Ct,39.454042,-104.912097
6802 Esmeralda Dr,39.425789,-104.776277
8511 Brambleridge Dr,39.4853813,-104.9030696
5109 Pine River Trl,39.4241198,-104.8867384
6889 Murphy Creek Ln,39.4629345,-104.8859412
7512 Blue Water Ln,39.42001,-104.7853453
4692 Silver Pine Dr,39.4084236,-104.8375727
6696 Kenzie Cir,39.4592152,-104.8830801
7116 Medalist Ct,39.4658665,-104.8822834
6665 Merrimack Dr,39.4588,-104.8798102
"Yorktown Plan, The Landing at Cobblestone Ranch",39.4231256,-104.7947579
3448 Ghost Dance Dr,39.3826202,-104.8249634
6677 Merrimack Dr,39.4588,-104.8798102
880 Diamond Ridge Cir,39.4170175,-104.8537164
355 Crossing Cir,39.491707,-104.8939089
1082 Country Club Estates Dr,39.459851,-104.906293
657 Clarendon Loop,39.469794,-104.897194
90 Croft Ct,39.4662116,-104.8879472
6880 Hyland Hills St,39.462671,-104.880907
7658 Greenwater Cir,39.423947,-104.787742
741 Deer Clover Cir,39.4727181,-104.9005377
184 Morgan Pl,39.444063,-104.908927
6167 Diamond Ridge Pkwy,39.4202287,-104.8465336
1389 Pineridge Ct,39.4712907,-104.9120191
7707 Buffalo Trl,39.4749393,-104.9122862
6740 Tremolite Dr,39.4243958,-104.8562019
4797 Basalt Ridge Cir,39.3810848,-104.8136428
"Cornell (Residence 50255) Plan, Skyline Ridge at Castle Pines",39.457261,-104.880036
755 Belfry Ct,39.431325,-104.909282
770 International Isle Dr,39.432714,-104.906312
7111 Serena Dr,39.49125129999999,-104.9064227
771 International Isle Dr,39.4332939,-104.905777
1206 Wildcat Bend Ct,39.4562891,-104.9134735
1276 Buffalo Ridge Rd,39.4754659,-104.9087266
6595 Steuben Way,39.4571757,-104.8828676
1471 Olde Happy Canon Rd,39.474701,-104.9117429
1471 Olde Happy Canon Rd,39.474701,-104.9117429
1886 Wingfeather Ln,39.3845288,-104.8061108
1862 Wingfeather Ln,39.3843546,-104.8062156
7478 Sapphire Point Blvd,39.431003,-104.862917
7436 Sapphire Point Blvd,39.431119,-104.86075
100 Coulter Pl,39.437662,-104.905002
1375 Mcmurdo Trl,39.3814112,-104.8181073
6173 Massive Peak Cir,39.458771,-104.897937
3293 Arroyo Verde Way,39.3968976,-104.8276548
1838 Pinion Wing Cir,39.3834859,-104.8054856
5742 Amber Ridge Pl,39.4867527,-104.9222312
7224 Cerney Cir,39.4668018,-104.8961583
7139 Bellcove Trl,38.9602869,-104.7515762
3667 Pleasant View Dr,39.4085967,-104.8025296
989 Preston Ct,39.461253,-104.90069
7147 Bellcove Trl,38.9602869,-104.7515762
8897 Ridgepoint Way,39.491569,-104.889418
6436 Holy Cross Ct,39.4533405,-104.8951633
6558 Kenzie Cir,39.4592152,-104.8830801
5466 Water Oak Cir,39.4146734,-104.8442961
6578 Kenzie Cir,39.4592152,-104.8830801
5311 Mesa Dr,39.4419988,-104.8693827
5291 Mesa Dr,39.4420947,-104.8703178
1949 Canyonpoint Ln,39.460395,-104.8508573
1957 Canyonpoint Ln,31.8553611,-106.4578818
1680 Oakpoint Way,39.4657382,-104.8545242
7146 Bellcove Trl,38.9602869,-104.7515762
1668 Stable View Dr,39.4547445,-104.8551425
465 E Oak Hills Dr,39.487141,-104.8789029
6919 Hyland Hills St,39.4636894,-104.8811172
7133 Bellcove Trl,38.9602869,-104.7515762
7150 Copper Sky Cir,39.4667879,-104.8539681
6199 Saddlesmith St,39.45364259999999,-104.8556003
6708 Tremolite Ct,39.4250638,-104.8551758
74 Broken Tee Ln,39.4601986,-104.8869712
1678 Stable View Dr,39.4544461,-104.8550394
1674 Stable View Dr,39.4545949,-104.855123
84 Broken Tee Ln,39.4601917,-104.8872743
6854 Serena Dr,39.4918118,-104.9095478
619 Cliffgate Ln,39.44621799999999,-104.8879369
8187 Pinewood Dr,39.481369,-104.892995
3365 Softwind Point,39.3895661,-104.827062
98 Crown Point Pl,39.437776,-104.907605
106 Broken Tee Ln,39.4601141,-104.8878267
651 Ruby Trust Dr,39.42586,-104.885225
6231 Sapphire Pointe Blvd,39.4209672,-104.8422241
1066 Cypress Way,39.45814499999999,-104.910331
1764 Mesa Ridge Ln,39.436721,-104.853645
7460 Sapphire Point Blvd,39.431042,-104.861863
6872 Lemon Gulch Dr,39.462068,-104.823626
648 Ruby Trust Dr,39.426581,-104.884412
1103 Northwood Ln,39.462697,-104.906398
984 Preston Ct,39.460867,-104.902501
6930 Tremolite Dr,39.426065,-104.854632
191 Country Club Dr,39.4446269,-104.886644
5 Borealis Way,39.443423,-104.890392
397 Orofino Dr,39.430408,-104.893553
4351 N Us Highway 85,48.1506981,-103.7274628
35 Hummingbird Dr,39.44024,-104.890414
1211 Wildcat Bend Ct,39.4559485,-104.9127958
956 Country Club Pkwy,39.460012,-104.910608
2390 Fremont Ave UNIT A21,39.5865209,-104.9606114
7985 S Logan Dr,39.571076,-104.9836
S Gaylord St,39.6875115,-104.9616869
7523 S Cook Way,39.5795629,-104.9484452
460 E Fremont Pl UNIT 209,39.5839176,-104.9837732
7461 S Forest Ct,39.5815387,-104.9276379
460 E Fremont Pl UNIT 206,39.5839176,-104.9837732
460 E Fremont Pl UNIT 201,39.5839176,-104.9837732
460 E Fremont Pl UNIT 207,39.5839176,-104.9837732
4842 E Hinsdale Pl,39.5812397,-104.9313939
E Geddes Ave,39.5838204,-104.9408686
913 E Nichols Ave,39.5710247,-104.9776986
630 E Hinsdale Ave,39.5826734,-104.9805875
"Coming Soon Plan, 400 Littleton Village",39.58311279999999,-104.9837854
4856 E Hinsdale Pl,39.581003,-104.931216
546 E Hinsdale Ave,39.5823074,-104.982345
7089 S Columbine Way,39.5881762,-104.9483996
7766 S Elizabeth Ct,39.5759573,-104.9568191
7564 S Ogden Way,39.5787358,-104.9755079
7592 S Madison Cir,39.5795378,-104.9465286
6869 S Elizabeth Cir,39.5926631,-104.9554272
7976 S Madison Way,39.5728021,-104.9473044
6861 S Washington St,39.592179,-104.9786571
1413 E Nichols Cir,39.5714654,-104.9717882
7110 S Gaylord St APT K08,39.5886426,-104.9616717
7118 S Vine Cir UNIT E,39.588106,-104.964307
5555 E Briarwood Ave APT 1105,39.5929249,-104.9247943
7185 S Penrose Ct,39.5871951,-104.9799351
6795 S Albion St,39.5932116,-104.9410072
7857 S University Way,39.574488,-104.95984
7409 S Dahlia Ct,39.5829275,-104.9321094
4032 E Hinsdale Cir,39.5810056,-104.939547
460 E Fremont Pl UNIT 202,39.5839176,-104.9837732
7921 S Eudora Cir,39.5726795,-104.9318128
7955 S Eudora Cir,39.5718955,-104.9310143
531 E Nichols Dr,39.5698972,-104.9826736
3140 E Phillips Dr,39.5665277,-104.9504302
8081 S Columbine Ct,39.570864,-104.959052
7121 S Washington St,39.5875604,-104.9786571
885 E Briarwood Cir S,39.59201669999999,-104.9777899
5555 E Briarwood Ave APT 2401,39.5925563,-104.9252958
7692 S Monaco Cir E,39.576299,-104.912412
7553 E Costilla Blvd,39.5933946,-104.9009939
8673 E Long Pl,39.5757887,-104.8879472
6702 S Ivy Way APT B1,39.5943395,-104.9209997
7185 E Dry Creek Cir,39.580258,-104.906359
8601 E Dry Creek Rd UNIT 123,39.5808708,-104.8889941
8240 S Locust Way,39.5676119,-104.9139503
10132 Inverness Main St,39.5789917,-104.8708425
7880 Vallagio Ln,39.576126,-104.869656
7966 E Phillips Cir,39.5664919,-104.896799
7359 S Ivy Way,39.5826025,-104.9225277
12829 Mayfair Way UNIT A,39.5385121,-104.8418593
6741 S Leyden Ct,39.5940902,-104.9149997
8072 S Niagara Way,39.5698336,-104.9117604
15700 E Jamison Dr UNIT 2308,39.5781807,-104.8047447
7092 S Newport St,39.5888554,-104.9103461
9079 E Panorama Cir UNIT 303,39.5801435,-104.8838596
6718 S Niagara Ct,39.5944335,-104.9111673
15700 E Jamison Dr UNIT 305,39.5783722,-104.8057464
15700 E Jamison Dr UNIT 103,39.5783722,-104.8057464
7820 Inverness Blvd UNIT 306,39.5786775,-104.8698185
15778 E Broncos Pl,39.5770459,-104.8050437
7865 Vallagio Ln UNIT 107,39.5769996,-104.8705663
7064 E Appleton Cir,39.594842,-104.906878
5952 E Irish Pl,39.5788861,-104.9192427
303 Inverness Way S UNIT 106,39.5658625,-104.8656135
7029 S Locust Pl,39.5885695,-104.9140416
8200 S Locust Way,39.5682225,-104.9145662
6797 E Phillips Pl,39.5663061,-104.9110989
7842 E Briarwood Blvd,39.5925976,-104.8980286
15700 E Jamison Dr UNIT 202,39.5783722,-104.8057464
7987 S Roslyn Way,39.5712507,-104.901222
15886 E Otero Ave,39.56774559999999,-104.8047659
8181 S Mobile Way,39.5673748,-104.7987026
7517 E Davies Pl,39.58927790000001,-104.9016782
7373 E Fremont Dr,39.5822739,-104.9030172
7852 S Wheeling Ct,39.57371,-104.831832
7746 S Saulsbury St,39.5764131,-105.0760858
6794 S Yates Ct,39.593203,-105.0535725
9714 W Elmhurst Pl,39.5729622,-105.1069153
9228 W Ontario Dr,39.593323,-105.101772
9612 W Walden Ave,39.57509,-105.1054537
8394 S Brentwood St,39.5644674,-105.0908832
8356 S Garland Cir,39.5652789,-105.102704
4431 W Caspian Cir,39.5859313,-105.0448283
8925 W Teton Cir,39.56047179999999,-105.0980998
6469 W David Dr,39.57424290000001,-105.0689159
9701 W Chatfield Ave UNIT C,39.569655,-105.104791
7294 S Upham Ct,39.5837633,-105.080196
7477 S Pierce Ct,39.5816764,-105.0738937
8354 S Brentwood St,39.565087,-105.0909746
8337 S Upham Way APT 208,39.56529860000001,-105.0800343
8331 S Upham Way APT 104,39.5656782,-105.0799784
8354 S Holland Way UNIT 306,39.5650321,-105.1037764
7671 S Kendall Blvd,39.5774621,-105.0657649
7551 Polo Ridge Dr,39.5791992,-105.0427507
8404 S Everett Way APT E,39.56449550000001,-105.0978257
8634 W Indore Pl,39.5810964,-105.0940804
8391 S Upham Way APT 211,39.5647163,-105.0819261
5536 W Indore Dr,39.5811326,-105.0580018
7095 S Webster St,39.588029,-105.080509
8376 S Pierce Way,39.563809,-105.0734827
7910 W Meadow Dr,39.5629953,-105.0870924
7180 S Sheridan Blvd,39.5889133,-105.0534811
7026 W Portland Ave,39.58985,-105.075456
7797 S Field St,39.575594,-105.099257
7757 S Field St,39.576217,-105.099245
7777 S Field St,39.575906,-105.099251
7807 S Field St,39.5752809,-105.099261
7100 S Platte Canyon Rd,39.5876489,-105.0470656
9845 W Hinsdale Pl,39.583661,-105.107935
8251 S Teller Way,39.567053,-105.0785063
7788 W Plymouth Pl,39.5915836,-105.0858136
7700 W Glasgow Pl APT 24D,39.582308,-105.083257
6840 S Sheridan Blvd,39.5927898,-105.0531158
7772 W Alder Dr,39.5666085,-105.0860419
5534 W Canyon Trl APT C,39.57482299999999,-105.058786
7886 S Pierce Way,39.5741006,-105.073574
7145 S Polo Ridge Dr,39.5856486,-105.0475679
9600 W Chatfield Ave UNIT A,39.566438,-105.103813
8344 S Estes St,39.5650807,-105.0960901
6859 S Iris St,39.5904,-105.106698
5576 W Indore Dr,39.58111040000001,-105.0586183
7664 S Platteview Dr,39.5778112,-105.0454903
6990 S Polo Ridge Dr,39.5876559,-105.0449196
7452 S Utica St,39.5813254,-105.0480245
8654 W Indore Pl,39.581133,-105.0944001
6898 S Yukon Ct,39.5913399,-105.0815433
5873 W Alder Ave,39.569354,-105.0617006
8146 S Dover St,39.56899,-105.0941
7539 W Portland Ave,39.5915016,-105.078482
7135 S Polo Ridge Dr,39.5856206,-105.046883
